,SN20A,SN20B,SN21A,SN21B,SN22A,SN22B,SN23A,SN23B,SN24A,SN24B,SN25A,SN25B
TUBA3D,22,21,22,13,17,30,20,14,26,23,13,17
NewGene_3999,6,3,12,6,31,59,9,34,6,20,8,8
SLC40A1,58,50,221,133,77,115,168,154,124,82,47,74
TUBA3C,0,0,0,0,0,0,0,0,0,0,0,0
OPLAH,498,444,205,277,214,176,242,120,246,212,322,224
NewGene_3998,6,14,0,0,2,7,0,7,2,7,0,0
ZSWIM7,362,301,462,528,391,422,443,379,368,413,525,505
SIAE,3781,3331,3066,2252,3605,3380,3004,3384,2812,2759,2976,2830
ABCD4,2193,1864,1319,1335,1151,1144,1387,983,1434,1581,1752,1440
ABCD2,112,75,83,46,128,94,92,103,83,72,93,88
ABCD3,2395,2251,2258,2218,2381,2395,2543,2277,2193,2075,2187,2022
ABCD1,1001,805,1011,487,965,1369,686,1135,722,903,577,648
NewGene_14253,1,0,1,2,0,2,2,2,2,1,0,2
BTNL8,0,0,0,0,0,0,0,0,0,2,0,2
BTNL9,32,22,111,69,160,246,123,171,125,198,66,72
NewGene_18720,0,0,0,0,0,0,0,0,0,0,0,0
RO60,1382,1584,1786,2489,2353,2475,2343,2199,1729,1766,2131,2153
IBSP,2,2,0,0,0,0,0,0,0,0,2,0
FIZ1,449,442,481,691,504,497,630,412,527,489,863,641
PHF3,2899,2807,2667,3283,2785,2727,3538,2505,2810,2810,3758,3414
PHF2,1788,1891,2190,3169,2096,2289,2756,1958,2389,2366,3641,3103
LUC7L,1974,1883,2347,3202,1830,2180,3047,1703,2587,2613,2890,2338
PHF7,147,119,101,131,119,133,161,95,104,136,146,151
PHF6,3146,3288,3200,5867,2987,3089,4469,2807,3428,3063,4400,4392
VWA5B1,2882,1732,499,205,573,472,380,375,790,648,1411,1050
ARC,58,40,258,166,266,346,261,228,158,138,192,147
PHF8,1357,1186,1259,1392,953,988,1316,871,1252,1133,1969,1486
PCDHGC5,314,461,72,126,129,154,93,192,126,116,46,124
PCDHGC4,714,662,1365,1340,1967,2220,2206,1528,2473,2240,2362,2683
ARX,50,43,27,3,76,72,35,75,45,48,66,60
AP1M1,3889,3370,4059,3146,4231,4569,3856,3941,3320,3437,4281,3652
AP1M2,72,77,35,24,31,25,34,18,33,33,63,39
RAB40AL,2,0,3,2,1,0,3,3,4,1,5,3
RPS6KL1,568,441,1312,1042,1515,1718,1428,1207,1428,2026,1458,1187
OR52L1,0,2,0,0,0,0,0,2,0,0,0,0
NewGene_14165,1102,893,769,1013,875,929,1062,722,903,902,947,906
NewGene_14164,39,40,55,67,86,51,87,52,63,44,62,89
NewGene_14163,2,2,6,6,5,3,12,5,4,5,7,7
NewGene_14162,19,14,6,3,14,6,6,9,17,12,22,21
NewGene_14160,0,0,0,0,0,0,0,0,0,0,0,2
NewGene_14169,623,327,275,136,218,105,190,71,352,147,603,401
NewGene_14168,0,0,2,2,0,0,0,0,0,0,0,2
PLEK,0,7,34,6,14,8,11,9,5,0,7,3
OXSR1,3226,2977,4339,3601,4042,4330,4439,3715,3576,3381,3911,3541
NewGene_10399,0,4,11,4,5,4,3,4,4,8,6,4
NewGene_10394,0,3,2,6,0,0,0,0,0,3,0,0
NewGene_10395,56,61,35,45,39,51,40,47,43,76,58,58
NewGene_10396,1,2,5,2,5,3,5,3,5,5,4,6
NewGene_12445,2,0,0,2,0,0,0,0,2,0,2,3
NewGene_10391,0,0,0,0,0,0,0,0,0,0,0,0
ADAP1,536,464,1877,804,2089,2517,1480,1992,1293,1547,1410,1239
FOXE3,0,2,1,3,2,4,5,1,0,2,0,0
FOXE1,13,4,4,0,0,0,2,2,4,7,0,4
KDM4E,0,0,0,0,0,0,0,0,0,0,0,0
LMBRD2,805,778,1679,1588,1983,2085,1929,1975,1543,1477,1649,1522
LMBRD1,2986,2571,2270,1942,2459,2459,2424,2178,2460,2145,3153,2978
APOC1,147,127,396,147,251,279,252,234,159,142,314,249
APOC3,0,0,0,0,0,0,0,0,0,0,0,0
APOC2,0,0,2,0,0,2,0,0,5,0,0,1
APOC4,0,5,7,5,2,0,4,0,0,0,8,3
ACTL8,0,0,3,0,0,0,5,0,4,0,0,2
BPI,0,8,14,5,0,15,15,18,16,17,2,12
FRAT1,47,85,98,115,125,161,129,119,129,160,134,118
NANOGP8,2,0,2,6,0,1,0,3,0,2,3,4
ACAT2,1535,1664,5024,5704,5350,6528,5703,5183,3368,3178,3878,2944
ACAT1,1971,1570,1958,1047,2071,2352,1921,2002,1694,1581,2291,1908
OXTR,1973,1641,1021,640,824,316,984,294,1624,681,2635,1574
IQCN,153,118,162,175,146,162,152,88,166,178,121,136
IQCM,4,0,0,0,0,0,0,0,0,0,0,0
BPY2,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_8522,19,15,24,8,38,3,25,3,22,18,58,43
NewGene_11447,122,81,35,13,43,15,8,5,58,25,180,131
NewGene_11446,48,44,18,8,0,7,6,2,17,10,89,23
NewGene_11445,4,2,68,60,70,147,46,74,20,28,8,14
NewGene_11444,2,0,0,0,0,0,0,0,0,2,0,0
NewGene_11443,3,3,14,8,11,13,10,17,7,8,7,7
SEL1L,3907,4292,4014,7045,5027,6045,4893,4665,4614,4791,5608,5570
NewGene_11441,4,8,0,0,0,0,2,0,0,0,2,0
NewGene_11440,17,10,4,10,4,10,8,2,12,7,9,5
STH,0,0,1,1,1,0,1,0,0,0,1,0
NewGene_8521,2,2,3,0,5,7,6,0,0,0,2,8
NewGene_3427,0,0,0,0,0,0,0,0,2,0,0,0
NewGene_3426,0,0,0,2,0,2,2,0,0,0,6,0
NewGene_3424,14,15,25,69,12,22,105,14,56,42,83,76
ATP10A,83,99,103,125,90,113,111,171,112,126,67,101
NewGene_3421,0,0,0,0,0,0,0,2,0,0,0,0
ATP10B,9,0,16,0,27,22,6,24,6,20,14,10
NewGene_7557,34,33,44,82,39,51,72,43,59,88,78,57
NewGene_7556,13205,10837,7939,9686,5861,6506,8250,5229,7182,9595,9737,7460
CTNNBIP1,1780,1429,2590,2535,2418,2655,2813,2265,2318,2249,2268,2060
NewGene_7554,153,90,103,67,105,89,86,68,67,106,85,67
NewGene_7553,2672,1486,1279,356,739,801,716,542,1037,1353,1918,1091
NewGene_7552,29288,16928,12010,4486,9970,8764,9906,7375,12954,12628,13334,10232
NewGene_7551,8,10,0,0,2,9,3,0,2,0,5,3
NewGene_7550,11,19,8,3,2,7,3,4,7,4,5,12
NewGene_7559,53,63,45,38,32,47,79,38,55,66,37,26
NewGene_7558,54,33,63,42,88,145,89,71,62,95,113,106
NewGene_5226,1,0,0,3,0,0,0,0,0,0,4,0
NewGene_11865,73,52,244,106,350,394,176,281,232,66,212,239
DYNLT2B,413,430,429,473,477,457,505,404,390,381,612,549
NewGene_7089,0,2,8,0,23,18,6,2,7,10,17,5
NewGene_7088,29,20,17,17,14,17,16,9,21,23,19,20
NewGene_7085,18,15,2,3,6,5,0,7,2,17,3,5
NewGene_7084,5,1,7,0,8,5,0,0,6,5,0,3
NewGene_7087,105,60,18,3,22,10,13,5,37,16,51,27
NewGene_7081,12,10,5,10,4,12,9,5,12,12,16,11
NewGene_7080,0,0,0,0,3,7,0,0,3,4,0,3
NewGene_7083,0,0,0,0,0,2,2,2,0,0,1,0
SHLD1,120,116,169,215,128,172,198,156,174,152,298,268
SHLD3,94,98,133,111,100,89,138,105,108,111,141,141
SHLD2,1161,1023,1096,1146,1005,1022,1069,977,1023,869,1461,1243
C9,2,2,0,0,0,0,0,0,2,0,3,0
C6,29,18,121,9,44,4,437,7,609,126,109,48
C7,195,143,380,75,95,45,2714,160,5475,2338,780,564
C5,231,205,147,378,160,140,261,122,215,189,258,282
C3,28411,27702,2099,1167,1674,1089,2241,1911,7029,10402,4363,5755
NewGene_14527,0,2,0,0,0,0,0,0,0,0,0,0
CS,7424,6789,9030,9042,8948,9997,9707,8781,7519,7678,9431,8402
CP,53429,38042,5127,1173,5185,1114,6773,1910,25013,11727,19850,19779
LIN28B,367,344,573,473,498,466,467,495,392,433,363,394
LIN28A,40,46,121,48,106,98,70,92,66,104,47,56
NewGene_12137,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_12135,1203,1041,1126,1629,846,1122,1294,835,1269,1803,1210,959
NewGene_1869,4,1,2,0,0,0,0,0,0,0,0,0
NewGene_1868,735,479,288,295,138,235,317,216,276,120,258,273
NewGene_12130,3,3,15,4,4,14,5,19,0,8,4,3
NewGene_1865,143,184,273,175,605,134,275,262,139,242,275,280
NewGene_1867,8,12,3,0,0,0,5,0,0,8,2,7
NewGene_1866,934,725,996,924,552,1263,1049,849,1038,1264,961,820
NewGene_1861,33,33,23,11,22,20,25,15,28,13,29,23
NewGene_1860,8,7,1,3,3,1,4,2,4,3,3,3
NewGene_12138,4,7,8,4,7,2,5,2,5,7,4,2
NewGene_1862,6,5,19,17,15,7,4,11,5,9,31,6
BSCL2,12507,9895,10594,6769,10844,11568,8424,9863,8657,8073,13574,10565
ZNF101,135,164,224,244,177,204,270,220,173,235,193,212
ZNF106,12269,9659,5291,4676,5410,3765,5008,3543,6513,4260,13633,11222
ZNF107,47,53,64,249,57,74,125,67,100,78,93,93
LOC107987371,0,0,0,0,0,0,0,0,0,0,0,0
LOC107987372,2,2,6,1,5,5,2,2,2,9,7,4
UQCRHL,103,89,112,97,89,125,92,93,86,86,94,100
LOC124901689,41,57,157,156,170,196,239,143,163,249,106,133
RSKR,112,132,241,452,241,247,417,201,290,470,187,174
NACA,17520,15011,11974,19115,11944,12491,15589,10979,13187,12589,19072,16783
ACLY,11478,11546,15569,14334,17350,21335,16056,19067,10872,11604,12989,12092
MTLN,83,69,73,50,67,79,62,66,73,60,78,68
BRINP2,132,161,800,164,1022,1429,890,1073,606,745,344,434
BRINP3,158,139,534,1916,543,593,1262,526,1105,1267,575,687
BRINP1,830,530,2599,601,2909,3036,2469,2623,1980,2394,1593,1451
SASS6,157,138,213,314,198,231,286,205,176,216,297,288
CIAO3,656,486,504,563,471,544,650,420,548,560,636,636
NewGene_5304,11,2,7,10,10,6,4,1,2,6,13,19
ZFAND5,7625,7049,10007,8380,10168,11468,10952,10053,8946,9039,11337,10679
NewGene_1138,0,0,2,2,10,2,0,0,0,0,2,0
NewGene_1137,3,3,15,0,0,12,30,2,14,13,8,3
NewGene_1136,0,0,0,0,2,0,0,0,0,0,5,0
EZH1,1339,1157,1608,1566,1478,1662,1818,1496,1670,1733,1899,1593
EZH2,528,496,601,2087,434,465,1080,380,696,754,734,788
NewGene_1130,0,0,11,0,0,0,0,4,0,3,0,0
NewGene_13779,54,42,20,45,48,31,35,15,15,47,35,21
NewGene_13776,0,0,0,0,0,2,2,1,0,0,1,2
NewGene_13775,8,5,9,15,11,11,7,10,6,8,6,4
CISD1,912,671,1516,790,1587,1735,1369,1512,954,1010,1307,1181
NewGene_13772,3,3,1,3,2,6,0,5,0,3,2,2
NewGene_13770,2,2,0,0,0,0,0,0,4,0,2,0
LOC128966711,0,1,0,0,0,0,1,0,0,0,0,0
NewGene_14208,6,3,0,0,3,8,0,5,6,3,0,5
NewGene_14209,2,8,2,0,2,2,0,0,0,0,2,0
NewGene_14206,12,5,21,11,23,15,14,19,13,17,14,6
NewGene_14207,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_14204,19,18,15,11,12,6,7,10,10,0,0,2
NewGene_14205,51,39,8,6,12,52,5,42,4,77,7,28
NewGene_14202,7,5,15,0,20,37,12,12,13,17,0,4
NewGene_14203,0,0,10,2,3,0,3,0,2,3,0,0
HEXD,646,523,659,857,490,528,801,349,858,866,841,664
LOC124900971,8,0,0,0,0,0,0,0,1,1,0,0
ATXN7L3B,8363,7737,11504,11163,11442,12382,12062,10320,10363,10086,12908,12017
ARID5B,3537,3140,1218,1851,1276,842,1611,992,1700,1319,1794,1533
ARID5A,685,644,498,298,364,385,405,408,385,417,421,346
HEXA,5088,4246,2259,1871,2013,2059,2361,1851,2672,2478,3724,3113
NewGene_5933,3,5,4,2,8,6,4,5,1,17,7,9
NewGene_5930,10,12,60,15,35,27,15,28,34,14,91,63
NewGene_5937,5,0,6,8,9,15,7,11,4,12,6,0
NewGene_5936,8,6,29,12,34,20,13,18,16,16,15,13
SPTA1,0,0,0,0,0,0,0,0,0,0,0,3
NewGene_4048,3,2,4,7,8,2,25,0,3,12,11,8
NewGene_4041,0,7,10,10,13,33,9,12,19,44,12,4
NewGene_4044,4,7,2,0,2,8,10,0,3,9,2,2
NewGene_4045,2,0,3,2,2,11,2,2,3,4,0,2
NewGene_4046,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_4047,1,0,0,2,0,0,0,0,0,0,3,2
TAS1R1,2,0,0,2,0,0,0,3,2,0,0,0
TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0
TAS1R3,21,21,40,49,40,52,60,32,34,57,46,18
NewGene_15784,0,0,0,0,0,0,0,0,0,0,0,0
TIGAR,1456,1462,906,902,925,873,959,896,819,816,1261,1167
DLST,3554,3013,3223,2755,3192,3514,3351,3141,2836,3030,3153,2890
NewGene_19098,0,0,0,0,0,0,2,0,0,0,0,0
NewGene_11004,178,148,186,152,163,188,234,125,208,299,295,190
NewGene_11003,404,296,423,414,313,376,458,232,540,465,479,481
NXPE4,3,0,0,0,0,5,4,0,0,0,1,0
NXPE3,1700,1499,2329,2101,2444,2588,2351,2499,1693,1740,1378,1403
NXPE2,10,7,19,7,4,8,14,8,17,24,9,12
NXPE1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_15781,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_11001,0,0,3,0,0,0,0,0,0,0,1,1
SLC8A1,2344,2042,1845,2202,2259,1899,2534,1706,2527,2386,2287,2213
NewGene_19094,136,85,147,109,140,174,140,169,123,80,105,122
PIK3IP1,199,208,216,131,233,246,206,300,214,288,128,140
RIPK1,1408,1250,1171,990,1128,1217,1280,1094,1152,1142,1451,1165
OAT,4815,4183,5936,3170,6522,7179,4890,6104,4506,4362,4733,4321
ADAM8,60,52,123,92,99,130,123,82,145,216,121,86
PDIA2,205,188,498,366,412,483,546,349,671,852,570,503
PDIA3,26923,27478,18098,26741,19691,21844,16430,19180,17857,18452,18777,20754
PDIA4,17717,18994,7992,18109,9439,10370,7965,8698,9861,11489,9404,11529
PISD,3068,2505,1952,1425,1660,1760,2030,1532,1902,2006,2244,1734
PDIA6,13918,14003,9223,21847,9430,10507,10507,8811,9966,10504,10434,11977
OAF,1354,1243,881,504,547,610,714,641,699,859,703,667
ADAM7,0,0,3,0,0,3,0,0,2,0,0,0
HIRA,1710,1443,1813,2289,1622,1966,2075,1611,1699,1727,2330,1762
NewGene_13711,0,0,0,0,0,0,0,0,0,0,0,0
ERVFC1,0,0,0,0,0,0,0,0,2,0,0,0
DKK3,9401,8617,15052,6973,14464,16457,11637,14006,11044,11141,9511,9518
DKK2,18904,13320,8036,6852,6362,2279,6703,3121,11421,4861,8555,3794
DKK1,260,316,231,90,307,299,237,234,262,248,382,329
POC5,353,383,367,382,256,326,388,342,340,339,413,334
DKK4,0,0,8,0,4,9,6,7,10,2,0,5
NewGene_987,0,2,0,0,0,0,0,0,0,0,0,0
NewGene_13712,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_982,3,0,0,0,0,0,0,0,4,0,0,0
NewGene_983,21,7,0,0,0,0,0,0,0,0,0,0
DMAP1,1148,1062,1280,1219,1218,1286,1382,1090,1160,1258,1408,1236
AZGP1,4,0,12,0,2,9,9,10,0,0,0,0
ELL,486,402,308,334,255,240,331,240,277,293,363,288
ELN,29534,27835,16016,15034,10722,20719,14812,19511,13953,15926,12637,13962
TDP1,779,711,857,861,714,780,899,685,743,674,1054,911
RHOG,591,463,252,279,212,179,224,252,258,237,342,310
RHOD,692,553,168,127,189,89,120,131,258,210,409,247
TDP2,1404,1221,1467,1414,1255,1230,1418,1105,1311,1165,1594,1405
OR2AP1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_6358,11,14,14,19,20,12,15,9,15,20,24,5
PPCS,1125,1051,1096,934,1099,1196,1011,929,1045,923,1272,1231
NewGene_6352,3,0,10,0,18,31,3,9,24,15,9,6
CFAP100,676,504,64,65,68,29,50,9,150,84,394,321
KIAA0319,165,128,446,178,613,695,412,490,421,499,401,372
NewGene_6351,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_6356,6,3,2,3,3,3,5,3,0,7,0,3
NewGene_6357,155,206,113,321,117,84,293,78,220,116,345,316
CFAP107,784,657,62,83,141,46,62,38,157,79,514,439
NewGene_6355,5,13,7,15,5,20,8,8,6,13,10,7
C9orf50,14,7,12,16,11,8,16,17,11,7,4,5
C9orf57,0,0,0,0,0,0,0,0,0,0,0,0
CCNB2,59,56,96,673,44,80,211,74,95,66,42,105
LOC124903276,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF2,13369,11940,8733,7532,8799,8601,8628,7943,8987,7837,10640,9960
TM9SF3,8396,9317,8738,8922,8830,9281,9004,8470,7470,7183,9088,9040
TM9SF4,4206,3788,3227,3177,2956,3330,3736,2970,3325,3081,4421,3673
NewGene_8152,0,5,0,0,0,0,1,0,2,0,3,0
RHOH,998,657,232,205,249,137,254,173,346,267,487,343
NewGene_8151,0,0,0,13,0,0,7,0,2,0,0,0
NewGene_10591,30,17,31,16,31,24,35,27,29,32,41,16
TAF7,5721,5460,5808,6726,5253,5547,6371,4926,5083,4609,6607,6291
RHOU,1836,63,2414,2206,2083,2593,4260,2524,3233,3010,1985,2128
NewGene_8154,0,0,0,0,0,0,0,0,0,0,1,0
TAF5,178,162,356,438,287,281,356,328,283,327,413,413
NewGene_2670,13,7,0,0,4,2,2,2,2,4,16,7
LOC107987545,422,340,282,114,308,288,225,233,294,284,405,334
NewGene_9009,2,0,7,0,0,11,1,3,2,4,0,0
NewGene_9008,57,40,188,149,279,338,216,217,157,191,226,164
RBFOX3,211,143,1783,772,1885,2300,1473,1715,966,1089,981,785
RBFOX1,670,735,4299,2405,4236,4834,5121,4271,4024,4301,4951,4581
NewGene_9005,2,0,3,0,7,10,0,4,6,3,2,4
CNST,2363,1782,4209,1865,4068,4218,3239,4057,2639,2519,3189,2467
NDEL1,1362,1226,1954,1299,1647,2146,1663,1875,1504,1620,1695,1432
TRAF3IP2,800,729,282,119,332,356,223,290,306,364,515,442
TRAF3IP3,12,9,8,0,1,5,0,6,7,3,0,0
TRAF3IP1,1141,1143,737,812,812,862,915,767,884,746,1336,1195
TRIB2,5469,4781,9005,7275,8957,9763,10641,8914,8435,8695,9532,9096
BDKRB1,6,7,22,16,13,19,20,16,18,12,8,2
BDKRB2,107,70,329,82,196,259,179,236,184,175,81,87
NewGene_19479,22,24,102,14,169,202,55,147,46,99,30,38
SPICE1,807,792,648,626,509,553,649,446,529,526,728,670
NewGene_19473,412,304,316,359,325,384,385,304,322,301,417,366
NewGene_19470,63,44,147,85,114,167,139,95,99,161,97,71
NewGene_19471,269,260,29,33,32,30,38,41,67,36,125,161
NewGene_19476,31,3,0,3,16,38,0,84,0,22,0,52
NewGene_19477,2,0,1,3,4,4,0,0,4,6,2,0
NewGene_19474,2,0,7,8,3,3,11,4,10,10,8,3
NewGene_19475,34,37,247,83,195,213,174,160,97,103,75,39
NewGene_19680,0,0,0,0,0,0,0,0,0,0,0,0
POM121,3309,3066,3745,3428,3143,3387,3924,2969,3394,3770,4377,3551
NewGene_8357,20,16,29,40,24,18,27,18,20,29,19,19
NewGene_8358,10,7,14,6,4,17,12,7,9,8,14,3
NewGene_19683,0,0,2,0,0,0,0,0,0,0,0,0
ZAR1,0,3,0,0,0,0,0,0,3,3,0,0
NewGene_9915,5,2,10,19,3,10,23,8,1,6,10,21
NewGene_9917,0,0,0,0,0,0,2,0,0,2,0,0
NewGene_9916,0,0,0,2,0,0,2,0,0,0,0,2
NewGene_9913,41,25,35,61,34,40,58,41,43,31,67,55
NewGene_9912,0,2,5,2,2,4,2,4,4,6,3,4
NewGene_9919,0,0,0,0,0,0,1,0,0,0,0,0
DAZL,0,5,4,4,0,6,8,0,0,4,13,7
AGBL1,21,16,20,39,35,32,54,27,40,69,11,32
AGBL3,72,50,119,84,76,106,122,85,99,80,147,130
AGBL4,144,157,407,282,461,480,345,386,293,325,379,371
AGBL5,2667,2109,2117,2344,1895,2022,2431,1641,2060,1838,3287,2299
CTNNBL1,1767,1450,1839,1647,1999,1978,1723,1593,1628,1584,1728,1406
NewGene_11608,69,72,85,128,116,145,103,59,122,141,90,121
NewGene_11602,13,5,0,11,0,4,5,2,3,6,2,17
NewGene_11605,4,0,17,10,8,9,9,7,18,23,11,15
NewGene_11606,0,0,0,0,2,0,5,0,6,4,0,0
NewGene_16058,4,2,1,0,0,4,4,1,1,10,5,0
NewGene_16051,2,0,41,7,14,97,38,96,29,81,2,13
NewGene_16050,173,126,93,150,82,103,156,107,117,157,193,173
FTCDNL1,96,33,68,50,84,82,52,97,37,53,56,52
NewGene_16052,1,0,6,2,5,4,4,13,13,12,0,1
NewGene_16055,24,25,19,12,5,14,16,16,19,6,19,14
NewGene_16057,7,12,5,7,8,3,6,3,7,0,6,15
NewGene_16056,53,33,50,24,41,65,41,30,30,58,46,39
C16orf89,0,2,14,10,10,7,6,5,19,8,4,4
STMND1,78,87,11,6,11,2,3,6,11,12,26,51
C16orf86,107,96,61,76,33,53,121,57,92,86,99,69
C16orf87,1068,1047,1402,1401,1240,1395,1514,1216,1339,1208,1485,1395
ADI1,2614,1789,1661,1033,984,1096,1559,914,1321,1036,2277,1347
C16orf82,48,39,50,13,19,18,28,14,21,20,24,41
PREX2,96,91,178,403,258,224,300,274,169,190,168,172
FAM178B,0,0,5,0,0,3,0,3,1,0,2,4
GBA2,3206,2362,5238,2750,4381,4862,4216,4017,3537,3688,4317,3270
NOD1,430,344,209,227,143,149,373,167,355,268,284,253
NOD2,22,40,23,14,20,27,29,15,23,20,25,13
SPDYE21,12,10,18,6,21,27,24,18,12,21,21,4
PRSS37,0,0,3,0,5,0,4,5,5,4,6,5
LOC124900661,0,0,0,0,0,0,0,0,0,0,0,0
OR1J1,0,0,0,0,0,0,0,0,0,0,0,0
OR1J2,0,0,0,0,0,0,0,0,0,0,0,0
OR1J4,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE2B,15,10,11,12,11,14,10,9,12,14,20,13
STXBP4,804,720,555,678,580,495,524,423,495,489,933,759
STXBP5,780,696,2700,1180,3656,3946,2451,3365,1892,2359,1873,1830
STXBP6,290,314,714,403,477,505,799,587,734,858,436,505
ZFP92,263,251,211,104,184,189,177,186,205,217,169,123
STXBP1,5484,4547,17743,7285,20097,22922,15143,18936,11515,14136,13426,11573
STXBP2,1806,1321,443,266,604,467,401,349,633,590,1083,910
STXBP3,1353,1359,1232,1158,973,898,1261,916,1014,916,1706,1406
NewGene_18408,99,103,347,259,359,316,400,357,321,397,235,271
LSP1,0,1,2,0,3,4,7,4,0,2,0,0
NewGene_18404,422,427,309,416,291,220,315,207,267,249,436,437
NewGene_18405,0,0,0,0,0,0,0,0,2,0,0,0
NewGene_18406,219,206,206,283,173,228,224,190,197,186,239,214
NewGene_18407,0,2,4,0,2,2,3,2,1,2,3,5
NewGene_18400,8,6,9,12,13,10,18,5,10,7,9,5
NewGene_18401,1,0,0,0,0,0,2,2,3,0,3,0
HSPE1-MOB4,0,0,0,0,0,0,0,0,0,0,0,485
ADIG,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A8,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A1,9,9,14,16,15,20,23,12,21,36,25,18
BMX,2,0,0,0,0,0,11,3,12,15,3,3
RABL2A,3496,2436,1387,1256,1173,1341,1355,1007,1500,1628,2207,1862
RABL2B,3018,2583,2110,2038,2007,2169,2145,1813,2053,2215,2969,2535
FLG2,0,0,2,0,0,0,0,0,0,0,0,0
U2AF2,4274,3687,3343,4514,3028,3232,3875,2601,3678,3464,5370,4344
U2AF1,1019,861,785,1218,542,321,917,992,549,782,1159,795
XAB2,1305,1056,1083,1169,1102,1029,1205,931,1083,1041,1531,1199
PLCD1,952,798,634,934,618,614,871,544,599,707,362,424
PLCD3,3503,2686,1785,1059,2325,2722,1599,1829,1530,1629,1795,1527
IZUMO1R,0,0,0,0,0,0,0,0,0,0,0,0
PLCD4,33,19,61,24,47,61,71,42,78,76,67,34
PCDHGC3,3805,4273,1899,2938,1666,1113,2411,1412,2377,1984,2159,2603
NewGene_17094,0,0,0,0,0,0,0,0,0,2,0,0
NewGene_17095,10,12,0,5,7,7,7,8,5,3,5,3
NewGene_17092,6,3,0,4,2,4,0,0,2,0,0,0
RNF212B,3,0,2,5,0,3,6,4,6,3,4,4
NewGene_17091,3,4,0,6,2,6,10,3,0,3,0,2
RIOK1,537,530,976,901,967,1042,842,980,763,849,991,919
RIOK3,2550,2569,3376,2640,3814,4093,3708,3447,2759,2749,3167,3109
RIOK2,913,1058,958,1142,1006,970,1055,877,979,900,1197,1051
TMCC3,471,409,1149,455,1728,2553,1004,1557,841,960,1022,938
NewGene_792,5,6,0,0,2,2,0,2,2,2,0,5
FAM153A,161,58,101,17,140,221,94,116,115,173,77,44
NewGene_790,0,0,0,0,0,0,0,0,2,0,0,0
NewGene_795,0,0,0,0,0,3,1,0,0,0,0,0
NewGene_951,0,0,9,2,0,3,9,5,2,0,0,0
NewGene_799,35,28,28,57,43,47,44,38,31,48,65,51
NewGene_798,52,32,81,68,138,203,88,148,89,163,97,70
NewGene_950,0,0,0,0,1,0,0,0,0,0,0,0
NewGene_14710,12,18,21,11,12,21,14,15,17,21,12,18
LRIT1,6,6,5,2,3,6,0,8,2,6,0,8
LRIT3,14,8,19,16,19,15,31,17,17,36,12,15
LRIT2,6,12,10,5,26,33,18,16,7,11,28,13
WNT3A,1215,1348,539,2495,255,196,847,142,504,295,714,566
SEC11C,1247,1139,2218,2017,2235,3008,2038,2297,1828,2031,1998,2050
CDRT4,0,0,0,46,15,0,0,0,0,0,0,0
SIAH3,79,85,103,152,161,148,152,123,147,198,157,188
SIAH2,988,1001,1404,1276,1510,1335,1454,1109,1158,1091,2294,1652
SIAH1,886,1039,987,1287,1007,1026,1164,872,953,1039,1321,1338
PRR15L,0,0,0,0,0,2,0,2,5,0,0,0
RAPH1,1040,1156,2907,1967,3071,3142,2494,2899,1986,1891,1978,1996
NewGene_16995,0,1,3,0,0,0,0,0,0,0,0,0
SLC39A14,6118,6384,2514,2744,2408,2953,2076,2551,2316,2691,2793,2812
SLC39A13,2412,2020,1598,1314,1148,1227,1298,1160,1463,1469,1800,1435
SLC39A12,4476,2749,397,290,484,55,400,90,1544,342,2046,1428
SLC39A11,747,631,642,463,614,562,553,472,602,570,584,522
SLC39A10,2072,2223,2552,2695,3058,3221,3172,2798,2469,2399,3677,3295
TIMD4,0,0,0,3,0,0,0,0,0,0,0,0
XNDC1N,33,29,15,50,27,25,41,16,26,38,26,30
BABAM1,1485,1344,1377,1502,1117,1279,1571,1133,1290,1322,1530,1274
BABAM2,2185,2018,1712,1653,1939,1952,1893,1687,1680,1473,1889,1943
NewGene_13578,0,0,0,0,0,2,0,0,0,2,0,0
NewGene_13573,0,0,0,0,0,2,0,0,0,0,0,0
NewGene_13574,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_13576,0,0,4,0,0,4,0,0,0,0,0,0
SLC4A1AP,1158,1016,1240,1101,1174,1260,1243,1073,1114,1075,1459,1179
KPRP,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_10743,0,0,2,0,0,0,0,0,2,1,0,0
IER3IP1,2040,2075,1705,1485,1775,2042,1592,1680,1574,1636,1600,1542
CPT2,2170,1614,732,894,776,701,1020,679,1048,795,997,854
NewGene_10742,59,75,217,318,187,164,270,179,365,479,258,272
